OBJECTID,GPS_DATE,REASONCODE,SIGNCLASS,SIGNTYPE,FACETYPE,SIGNSIZE,DIRFACING,SIDEOFSTREET,SUPPORTBASE,SUPPORTMATERIAL,SUPPORTTYPE,OWNER,COMMENTS,X_COORD,Y_COORD,GISOBJID,D7IDESCRIPTION,D7IASSIGNEDTO,D7IDATECREATED,D7IDATEMODIFIED,D7IDATEINACTIVE,D7IEQUIPMENTID,D7IPARENTID,Shape
15712,2/25/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1757995,857259,315845,Street Sign Position: BUS; gta bus stop (rt 8),0,12/15/2015,Null,Null,20023351,10168779,Point
16154,3/10/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1762034,854596,316362,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20023868,10169158,Point
16538,3/11/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1758423,855379,316818,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20024324,10169492,Point
16568,3/10/2020,Null,REGULATORY,R7-45D; NPAT DBL BUS STOP,ENGINEER GRADE,12 X 36,NORTH,Null,Null,Null,Null,CITY,Null,1759920,855441,316851,Street Sign Position: R7-45D; dbl arrow (h w yy),0,12/15/2015,Null,Null,20024357,10169518,Point
16576,3/10/2020,Null,REGULATORY,R7-45R; NPAT RT BUS STOP,ENGINEER GRADE,12 X 36,NORTH,Null,Null,Null,Null,CITY,Null,1759989,855208,316860,Street Sign Position: R7-45R; right arrow (h w yy),0,12/15/2015,Null,Null,20024366,10169524,Point
16843,3/11/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1758234,856513,317215,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20024721,10169780,Point
16844,3/11/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1758234,856513,317216,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20024722,10169780,Point
17009,2/25/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1758049,857375,317436,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20024942,10169936,Point
17010,2/25/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1758049,857375,317437,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20024943,10169936,Point
17011,3/11/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1758059,858366,317438,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20024944,10169937,Point
17012,3/11/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1758059,858366,317439,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20024945,10169937,Point
17014,12/5/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1757893,859330,317441,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20024947,10169939,Point
17015,12/5/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1757893,859330,317442,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20024948,10169939,Point
17063,2/26/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1759599,852688,317495,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20025001,10169982,Point
17064,2/26/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1759599,852688,317496,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20025002,10169982,Point
17161,8/8/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1759697,847830,317605,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025111,10170070,Point
17162,8/8/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1759697,847830,317606,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20025112,10170070,Point
17182,8/8/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1760276,847046,317629,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025135,10170089,Point
17183,8/8/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1760276,847046,317630,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20025136,10170089,Point
17184,8/8/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1760276,847046,317631,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20025137,10170089,Point
17195,8/8/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1760384,847093,317645,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025151,10170102,Point
17196,8/8/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1760384,847093,317646,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20025152,10170102,Point
17302,3/11/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1766741,849966,317765,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025271,10170198,Point
17307,3/11/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1766696,850022,317770,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025276,10170201,Point
17308,3/11/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,CITY,Null,1766696,850022,317771,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20025277,10170201,Point
17479,3/11/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1766824,851105,317978,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025484,10170365,Point
17485,3/11/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1766815,851758,317984,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025490,10170370,Point
17486,3/11/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,CITY,Null,1766815,851758,317985,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20025491,10170370,Point
17487,3/5/2020,Null,REGULATORY,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1766892,851943,317986,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025492,10170371,Point
17502,3/11/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1766785,851195,318001,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025507,10170382,Point
17504,3/12/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1766604,848936,318003,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025509,10170384,Point
17505,3/12/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,CITY,Null,1766604,848936,318004,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20025510,10170384,Point
17774,8/4/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1761263,848876,318302,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025808,10170622,Point
17792,2/26/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1759645,849069,318321,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025827,10170637,Point
17863,2/26/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1759732,850019,318414,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025920,10170707,Point
17864,2/26/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1759732,850019,318415,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20025921,10170707,Point
17867,2/26/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1759681,850134,318418,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025924,10170710,Point
17898,2/26/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1759689,850786,318453,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025959,10170737,Point
17899,2/26/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1759689,850786,318454,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20025960,10170737,Point
17901,2/26/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1759648,850737,318456,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025962,10170739,Point
17905,2/26/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1759668,851235,318460,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025966,10170742,Point
17906,8/7/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1759668,851235,318461,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20025967,10170742,Point
17908,2/26/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1759621,851324,318464,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025970,10170745,Point
17911,8/7/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1759669,848822,318468,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20025974,10170749,Point
18163,8/11/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1761394,847003,318760,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20026266,10170970,Point
18440,8/13/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1763197,846833,319087,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20026593,10171227,Point
18441,8/13/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1763197,846833,319088,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20026594,10171227,Point
18442,8/13/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1763197,846833,319089,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20026595,10171227,Point
18504,8/13/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1762863,846862,319153,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20026659,10171278,Point
18505,8/13/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1762863,846862,319154,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20026660,10171278,Point
18506,8/13/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1762863,846862,319155,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20026661,10171278,Point
18563,8/14/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1762215,846932,319212,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20026718,10171329,Point
18564,8/14/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1762215,846932,319213,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20026719,10171329,Point
18565,8/14/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1762215,846932,319214,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20026720,10171329,Point
18586,8/14/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1759688,847155,319235,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20026741,10171347,Point
18587,8/14/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1759688,847155,319236,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20026742,10171347,Point
18593,8/14/2003,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1759569,847104,319242,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20026748,10171351,Point
18594,8/14/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1759569,847104,319243,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20026749,10171351,Point
18595,8/14/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1759569,847104,319244,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20026750,10171351,Point
19129,10/9/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1733200,841168,322715,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20030221,10173884,Point
19374,9/4/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1738704,852557,320114,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20027620,10171996,Point
19380,9/4/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1741898,853337,320121,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20027627,10172001,Point
19389,9/4/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1739919,852572,320130,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20027636,10172007,Point
19391,9/4/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1737998,852693,320132,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20027638,10172009,Point
19693,12/18/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1742717,845270,320488,Street Sign Position: BUS-1; fixed route (rt 9),0,12/15/2015,Null,Null,20027994,10172270,Point
19695,12/17/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1737637,847061,320490,Street Sign Position: BUS-1; fixed route (rt 9),0,12/15/2015,Null,Null,20027996,10172272,Point
19727,12/17/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1736834,847692,320524,Street Sign Position: BUS-1; fixed route (rt 9),0,12/15/2015,Null,Null,20028030,10172304,Point
19729,12/17/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1736063,847961,320526,Street Sign Position: BUS-1; fixed route (rt 9),0,12/15/2015,Null,Null,20028032,10172306,Point
19940,9/18/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1737052,852800,320774,Street Sign Position: BUS-1; fixed route (rt 7),0,12/15/2015,Null,Null,20028280,10172493,Point
19947,9/18/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1736075,852567,320782,Street Sign Position: BUS-1; fixed route (rt 7),0,12/15/2015,Null,Null,20028288,10172500,Point
19948,9/18/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1735528,852250,320783,Street Sign Position: BUS-1; fixed route (rt 7),0,12/15/2015,Null,Null,20028289,10172501,Point
19956,9/18/2019,NEW INSTALL,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1734566,851994,320792,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20028298,10172508,Point
20117,10/7/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1724002,853456,320981,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20028487,10172650,Point
20118,10/7/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1723973,853476,320982,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20028488,10172651,Point
20137,9/11/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1724648,851789,321003,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20028509,10172668,Point
20258,9/18/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1732521,847876,321139,Street Sign Position: BUS-1; fixed route (rt 9),0,12/15/2015,Null,Null,20028645,10172780,Point
20270,9/18/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1733416,847942,321152,Street Sign Position: BUS-1; fixed route (rt 9),0,12/15/2015,Null,Null,20028658,10172790,Point
20332,9/18/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1734879,848054,321226,Street Sign Position: BUS-1; fixed route (rt 9),0,12/15/2015,Null,Null,20028732,10172844,Point
20441,9/4/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1738438,852525,321355,Street Sign Position: BUS-1; fixed route (rt 7),0,12/15/2015,Null,Null,20028861,10172942,Point
20504,12/18/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,STATE,Null,1739862,841854,321422,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20028928,10172998,Point
20507,12/18/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1738819,841788,321426,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20028932,10173001,Point
20508,12/18/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,STATE,Null,1738819,841788,321427,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20028933,10173001,Point
20509,12/18/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1738334,841626,321428,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20028934,10173002,Point
20510,12/18/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,STATE,Null,1738334,841626,321429,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20028935,10173002,Point
20532,12/18/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1737437,841188,321451,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20028957,10173008,Point
20533,12/18/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1737437,841188,321452,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20028958,10173008,Point
20570,12/18/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1741778,841851,321489,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20028995,10173022,Point
20571,12/18/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1742531,841886,321490,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20028996,10173023,Point
20651,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1739980,845300,321576,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029082,10173081,Point
20652,12/17/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1739980,845300,321577,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20029083,10173081,Point
20661,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1740132,845302,321587,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029093,10173089,Point
20670,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,STATE,Null,1741540,844970,321598,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029104,10173099,Point
20687,12/17/2019,MISSING,MISCELLANEOUS,BUS-2; BUS W EXTD SV,ENGINEER GRADE,12 X 24,SOUTH,Null,Null,Null,Null,CITY,Null,1735853,847202,321616,Street Sign Position: BUS-2; BUS W EXTD SV,0,12/15/2015,Null,Null,20029122,10173114,Point
20689,12/17/2019,Null,MISCELLANEOUS,BUS-2; BUS W EXTD SV,ENGINEER GRADE,12 X 24,SOUTH,Null,Null,Null,Null,CITY,Null,1735809,846186,321619,Street Sign Position: BUS-2; BUS W EXTD SV,0,12/15/2015,Null,Null,20029125,10173117,Point
20703,12/18/2019,Null,MISCELLANEOUS,BUS-2; BUS W EXTD SV,ENGINEER GRADE,12 X 24,SOUTH,Null,Null,Null,Null,CITY,Null,1736553,844433,321637,Street Sign Position: BUS-2; BUS W EXTD SV,0,12/15/2015,Null,Null,20029143,10173131,Point
20730,12/18/2019,Null,MISCELLANEOUS,BUS-2; BUS W EXTD SV,ENGINEER GRADE,12 X 24,SOUTH,Null,Null,Null,Null,CITY,Null,1738084,841977,321670,Street Sign Position: BUS-2; BUS W EXTD SV,0,12/15/2015,Null,Null,20029176,10173155,Point
20739,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1736697,847694,321679,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029185,10173162,Point
20740,12/17/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1736697,847694,321680,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20029186,10173162,Point
20742,12/17/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1737589,847005,321682,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20029188,10173164,Point
