OBJECTID,GPS_DATE,REASONCODE,SIGNCLASS,SIGNTYPE,FACETYPE,SIGNSIZE,DIRFACING,SIDEOFSTREET,SUPPORTBASE,SUPPORTMATERIAL,SUPPORTTYPE,OWNER,COMMENTS,X_COORD,Y_COORD,GISOBJID,D7IDESCRIPTION,D7IASSIGNEDTO,D7IDATECREATED,D7IDATEMODIFIED,D7IDATEINACTIVE,D7IEQUIPMENTID,D7IPARENTID,Shape
3451,6/3/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1770313,845873,301087,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20008593,10157543,Point
3452,6/3/2003,Null,REGULATORY,R7-45L; NPAT LT BUS STOP,ENGINEER GRADE,12 X 30,EAST,Null,Null,Null,Null,CITY,Null,1770363,845867,301088,Street Sign Position: R7-45L; left arrow,0,12/15/2015,Null,Null,20008594,10157544,Point
3459,6/3/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1768605,846417,301095,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20008601,10157550,Point
3536,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1768979,848894,301192,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20008698,10157782,Point
3579,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1770306,850441,301263,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20008769,10157815,Point
3585,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1769483,849271,301269,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20008775,10157821,Point
3599,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1768967,848818,301283,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20008789,10157832,Point
3600,2/6/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1768967,848818,301284,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20008790,10157832,Point
3601,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1769396,849138,301285,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20008791,10157833,Point
3635,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1770792,848667,301382,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20008888,10158130,Point
3644,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1770523,848580,301395,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20008901,10158141,Point
3645,2/6/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1770523,848580,301396,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20008902,10158141,Point
3746,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1769815,848206,301509,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009015,10158232,Point
3747,2/6/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1769815,848206,301510,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009016,10158232,Point
3752,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1769853,848156,301515,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009021,10158236,Point
3761,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1768831,847588,301524,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009030,10158243,Point
3775,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1772517,850326,301541,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009047,10158256,Point
3799,2/5/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1774247,850586,301567,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009073,10158275,Point
3934,2/5/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1775414,847364,301719,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009225,10158369,Point
4023,2/5/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1775380,850500,301833,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009339,10158450,Point
4028,2/5/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1775641,850485,301841,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009347,10158457,Point
4072,2/5/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1775829,847523,301894,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009400,10158499,Point
4121,2/4/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1778273,850545,301952,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009458,10158688,Point
4127,2/4/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1778278,849939,301960,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009466,10158694,Point
4160,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1778050,846818,302000,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009506,10158555,Point
4180,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1780956,845939,302024,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009530,10158575,Point
4191,5/16/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1777321,848114,302035,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009541,10158582,Point
4192,5/16/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1777321,848114,302036,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009542,10158582,Point
4195,5/16/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1777864,848445,302039,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009545,10158585,Point
4196,5/16/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1777864,848445,302040,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009546,10158585,Point
4197,5/16/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1778659,848928,302041,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009547,10158586,Point
4198,5/16/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1778659,848928,302042,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009548,10158586,Point
4200,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1780220,849979,302044,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009550,10158588,Point
4201,1/23/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1780220,849979,302045,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009551,10158588,Point
4238,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1781049,846307,302085,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009591,10158621,Point
4313,2/4/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1778407,848966,302170,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009676,10158705,Point
4396,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1779641,849506,302267,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009773,10158775,Point
4397,1/23/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1779641,849506,302268,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009774,10158775,Point
4403,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1779648,849047,302275,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009781,10158781,Point
4404,1/23/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1779648,849047,302276,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009782,10158781,Point
4415,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1779616,848194,302290,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009796,10158790,Point
4416,1/23/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1779616,848194,302291,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009797,10158790,Point
4439,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,HIGH INTENSITY,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1779618,847877,302319,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009825,10158810,Point
4440,1/23/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1779618,847877,302320,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009826,10158810,Point
4442,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1780480,847807,302323,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009829,10158813,Point
4445,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1781112,847771,302326,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009832,10158815,Point
4446,1/23/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1781112,847771,302327,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009833,10158815,Point
4447,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1779586,847102,302330,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009836,10158818,Point
4449,1/23/2020,Null,MISCELLANEOUS,BUS-2; BUS W EXTD SV,ENGINEER GRADE,12 X 24,SOUTH,Null,Null,Null,Null,CITY,Null,1779581,847055,302332,Street Sign Position: BUS-2; BUS W EXTD SV,0,12/15/2015,Null,Null,20009838,10158820,Point
4458,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1780536,847071,302342,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009848,10158828,Point
4459,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1779541,846841,302343,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009849,10158829,Point
4467,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1779573,846127,302354,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009860,10158836,Point
4480,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1779201,847526,302373,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009879,10158850,Point
4488,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1778877,848388,302383,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009889,10158857,Point
4489,1/23/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,CITY,Null,1778877,848388,302384,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009890,10158857,Point
4507,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1779541,847520,302407,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009913,10158875,Point
4512,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1781021,847401,302414,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009920,10158879,Point
4513,1/23/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1781021,847401,302415,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009921,10158879,Point
4519,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1778834,846476,302421,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009927,10158883,Point
4520,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1778878,846517,302422,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009928,10158884,Point
4521,1/23/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1778878,846517,302423,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009929,10158884,Point
4524,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1778859,847835,302427,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009933,10158888,Point
4525,1/23/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,CITY,Null,1778859,847835,302428,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009934,10158888,Point
4533,1/23/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1776828,847811,302437,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20009943,10158894,Point
4534,1/23/2020,Null,GUIDE,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1776828,847811,302438,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20009944,10158894,Point
4698,2/4/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1780939,851028,302635,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20010141,10159054,Point
4699,2/4/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,STATE,Null,1780939,851028,302636,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20010142,10159054,Point
4739,2/5/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1774730,850629,302682,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20010188,10159088,Point
4740,2/5/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1774730,850629,302683,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20010189,10159088,Point
4743,2/5/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1774371,850654,302686,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20010192,10159090,Point
4744,2/5/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1774371,850654,302687,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20010193,10159090,Point
4763,5/28/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1773044,850744,302710,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20010216,10159102,Point
4764,5/28/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1773044,850744,302711,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20010217,10159102,Point
4772,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1772119,850824,302720,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20010226,10159108,Point
4779,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1770861,851342,302727,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20010233,10159113,Point
4780,2/6/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1770861,851342,302728,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20010234,10159113,Point
4810,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1771896,851530,302759,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20010265,10159133,Point
4832,2/6/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1772636,851369,302783,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20010289,10159152,Point
5003,2/4/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,30 X 36,SOUTH,Null,Null,Null,Null,CITY,DOWN,1776425,850947,302966,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20010472,10159282,Point
5039,5/30/2003,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1777854,850768,303014,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20010520,10159319,Point
5590,2/12/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1778456,852756,303675,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011181,10159797,Point
5600,2/4/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1778018,851708,303688,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011194,10159807,Point
5619,2/12/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1776491,852231,303709,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011215,10159822,Point
5646,2/12/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1776529,853267,303741,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011247,10159848,Point
5649,4/28/2003,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1776466,853402,303745,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011251,10159851,Point
5650,2/11/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1776533,853583,303746,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011252,10159852,Point
5651,2/11/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1776448,853595,303747,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011253,10159853,Point
5652,2/12/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1776437,852251,303748,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011254,10159854,Point
5654,2/4/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,N/A,Null,Null,Null,Null,CITY,Null,1776406,851714,303750,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011256,10159856,Point
5677,2/11/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1774933,855699,303778,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011284,10159877,Point
5678,2/11/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1774919,855300,303779,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011285,10159878,Point
5679,2/11/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1774909,854760,303780,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011286,10159879,Point
5680,2/11/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1774891,854445,303781,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011287,10159880,Point
5681,2/11/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1774863,854168,303782,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011288,10159881,Point
5682,2/11/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1774811,853748,303783,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011289,10159882,Point
5764,2/11/2020,Null,REGULATORY,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1776075,853623,303878,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011384,10159946,Point
5820,2/13/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1775384,855773,303950,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011456,10160000,Point
5821,2/13/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,OTHER,N/A,Null,Null,Null,Null,CITY,Null,1775384,855773,303951,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20011457,10160000,Point
5838,2/11/2020,Null,REGULATORY,BUS; GTA BUS STOP,HIGH INTENSITY,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1776260,855495,303974,Street Sign Position:,0,12/15/2015,Null,Null,20011480,10160017,Point
5839,2/11/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1776260,855495,303975,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011481,10160017,Point
5854,2/11/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1776606,855367,303992,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20011498,10160029,Point
5855,2/11/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,OTHER,EAST,Null,Null,Null,Null,CITY,Null,1776606,855367,303993,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20011499,10160029,Point
